date,nfci
2022-07-08,-0.169
2022-07-15,-0.182
2022-07-22,-0.201
2022-07-29,-0.219
2022-08-05,-0.232
2022-08-12,-0.24
2022-08-19,-0.237
2022-08-26,-0.225
2022-09-02,-0.204
2022-09-09,-0.178
2022-09-16,-0.151
2022-09-23,-0.126
2022-09-30,-0.107
2022-10-07,-0.099
2022-10-14,-0.1
2022-10-21,-0.11
2022-10-28,-0.125
2022-11-04,-0.142
2022-11-11,-0.159
2022-11-18,-0.172
2022-11-25,-0.18
2022-12-02,-0.185
2022-12-09,-0.189
2022-12-16,-0.195
2022-12-23,-0.206
2022-12-30,-0.223
2023-01-06,-0.245
2023-01-13,-0.269
2023-01-20,-0.29
2023-01-27,-0.307
2023-02-03,-0.314
2023-02-10,-0.31
2023-02-17,-0.295
2023-02-24,-0.27
2023-03-03,-0.239
2023-03-10,-0.207
2023-03-17,-0.175
2023-03-24,-0.157
2023-03-31,-0.152
2023-04-07,-0.155
2023-04-14,-0.166
2023-04-21,-0.179
2023-04-28,-0.19
2023-05-05,-0.199
2023-05-12,-0.206
2023-05-19,-0.211
2023-05-26,-0.213
2023-06-02,-0.215
2023-06-09,-0.216
2023-06-16,-0.218
2023-06-23,-0.222
2023-06-30,-0.228
2023-07-07,-0.236
2023-07-14,-0.249
2023-07-21,-0.264
2023-07-28,-0.28
2023-08-04,-0.297
2023-08-11,-0.313
2023-08-18,-0.325
2023-08-25,-0.334
2023-09-01,-0.339
2023-09-08,-0.339
2023-09-15,-0.334
2023-09-22,-0.325
2023-09-29,-0.313
2023-10-06,-0.302
2023-10-13,-0.292
2023-10-20,-0.287
2023-10-27,-0.286
2023-11-03,-0.29
2023-11-10,-0.299
2023-11-17,-0.309
2023-11-24,-0.321
2023-12-01,-0.331
2023-12-08,-0.34
2023-12-15,-0.349
2023-12-22,-0.358
2023-12-29,-0.366
2024-01-05,-0.374
2024-01-12,-0.382
2024-01-19,-0.389
2024-01-26,-0.396
2024-02-02,-0.402
2024-02-09,-0.41
2024-02-16,-0.418
2024-02-23,-0.426
2024-03-01,-0.432
2024-03-08,-0.436
2024-03-15,-0.437
2024-03-22,-0.436
2024-03-29,-0.431
2024-04-05,-0.425
2024-04-12,-0.419
2024-04-19,-0.414
2024-04-26,-0.412
2024-05-03,-0.411
2024-05-10,-0.412
2024-05-17,-0.412
2024-05-24,-0.411
2024-05-31,-0.407
2024-06-07,-0.401
2024-06-14,-0.394
2024-06-21,-0.386
2024-06-28,-0.379
2024-07-05,-0.374
2024-07-12,-0.368
2024-07-19,-0.363
2024-07-26,-0.359
2024-08-02,-0.358
2024-08-09,-0.359
2024-08-16,-0.368
2024-08-23,-0.378
2024-08-30,-0.39
2024-09-06,-0.401
2024-09-13,-0.411
2024-09-20,-0.419
2024-09-27,-0.426
2024-10-04,-0.43
2024-10-11,-0.434
2024-10-18,-0.439
2024-10-25,-0.444
2024-11-01,-0.45
2024-11-08,-0.458
2024-11-15,-0.465
2024-11-22,-0.47
2024-11-29,-0.474
2024-12-06,-0.476
2024-12-13,-0.478
2024-12-20,-0.479
2024-12-27,-0.483
2025-01-03,-0.488
2025-01-10,-0.494
2025-01-17,-0.499
2025-01-24,-0.504
2025-01-31,-0.507
2025-02-07,-0.506
2025-02-14,-0.501
2025-02-21,-0.492
2025-02-28,-0.479
2025-03-07,-0.462
2025-03-14,-0.443
2025-03-21,-0.425
2025-03-28,-0.408
2025-04-04,-0.393
2025-04-11,-0.383
2025-04-18,-0.383
2025-04-25,-0.39
2025-05-02,-0.403
2025-05-09,-0.42
2025-05-16,-0.438
2025-05-23,-0.453
2025-05-30,-0.465
2025-06-06,-0.474
2025-06-13,-0.482
2025-06-20,-0.488
2025-06-27,-0.495
2025-07-04,-0.501
2025-07-11,-0.508
2025-07-18,-0.513
2025-07-25,-0.517
2025-08-01,-0.52
2025-08-08,-0.521
2025-08-15,-0.524
2025-08-22,-0.525
2025-08-29,-0.526
2025-09-05,-0.526
2025-09-12,-0.526
2025-09-19,-0.525
2025-09-26,-0.524
2025-10-03,-0.523
2025-10-10,-0.521
2025-10-17,-0.518
2025-10-24,-0.515
2025-10-31,-0.512
2025-11-07,-0.508
2025-11-14,-0.506
2025-11-21,-0.506
2025-11-28,-0.507
2025-12-05,-0.51
2025-12-12,-0.515
2025-12-19,-0.524
2025-12-26,-0.536
2026-01-02,-0.547
2026-01-09,-0.558
2026-01-16,-0.565
2026-01-23,-0.566
2026-01-30,-0.563
2026-02-06,-0.554
2026-02-13,-0.541
2026-02-20,-0.524
2026-02-27,-0.506
2026-03-06,-0.487
2026-03-13,-0.472
2026-03-20,-0.463
2026-03-27,-0.459
2026-04-03,-0.464
2026-04-10,-0.474
2026-04-17,-0.485
2026-04-24,-0.495
2026-05-01,-0.502
2026-05-08,-0.507
2026-05-15,-0.508
2026-05-22,-0.507
2026-05-29,-0.505
2026-06-05,-0.505
2026-06-12,-0.505
2026-06-19,-0.507
2026-06-26,-0.511
2026-07-03,-0.516
2026-07-10,-0.522
2026-07-17,-0.527
2026-07-24,-0.533
2026-07-31,-0.537
2026-08-07,-0.542
2026-08-14,-0.547
2026-08-21,-0.551
2026-08-28,-0.555
2026-09-04,-0.558
2026-09-11,-0.56
